array,site,buff_dist,harvest,pipeline,roads,seismic_lines,seismic_lines_3D,trails,transmission_lines,veg_edges,wells,lc_grassland,lc_coniferous,lc_broadleaf,lc_mixed,lc_developed,lc_shrub,osm_industrial,deploy_date,deploy_time,crew,grid_cell,camera_unit,sd,lat,long,gps_label,ecosite,site_description,topography,grade,elevation,dist_trail,camera_direction,trail_rating,dist_lure,site_comments,forest
LU15,LU15_14,2000,0,0.020715963,0.005132721,0.018354003,0,2.34e-5,0,0.00641184299999999,0.010669887,0.04159769800000001,0.6917820339999998,0.061716653,0.008336775,0.03461601200000001,0.15210119800000005,0.037105993,2022-09-12,11:11:00,LG RS AB NB,LU15_14,ACME-2022-50,OSM-22-103,56.169160000000005,-113.07427,LU15_14,NA,Along game trail off seismic line. Grassy understory in a mixed forest stand.,Flat,0,619,1.5,NW,2,4,"Pull off road onto prelim. wellpad. Park at back and follow seismic line in SE corner of pad, heading E.",Broadleaf
LU15,LU15_22,2000,0,0.013910929,0.001550586,0.00320343,0.02823533,0.01027619099999999,0,0.004249172,0.01409443,0.015085825,0.826186152,0.04405336200000001,0.00543435399999999,0,0.109240308,0.06771352,2022-09-11,14:32:00,LG RS,LU15_22,ACME-2022-37,OSM-22-94,56.39487999999999,-112.88846999999998,LU15_22,NA,"Game trail on seismic line, ~200m from wellpad. Very mossy understory (dry bog), with lots of labrador tea and dominate coniferous forest.",Flat,0,595,1,SW,2,4,"Park off the main road at the junction, walk past locked gate, walk along perimeter of wellpad, exit wellpad from the north side, near raised pipeline. Follow seismic line to site.",Conifer
LU15,LU15_61,2000,0,0.00575046899999999,0.002190993,0.007028882,0.03354677399999999,0.01060722,0,0.006168989,0.014953552,0.00946045499999999,0.8960702500000002,0.04728067299999999,0,0,0.04718862200000001,0.067926464,2022-09-11,13:15:00,LG RS,LU15_61,ACME-2022-120,OSM-22-37,56.385130000000004,-112.90440000000001,LU15_61,NA,Game trail on seismic line that's in a pattern of seismic lines. Mossy understory with labrador tea and coniferous forest dominated stands.,Flat,0,609,1.5,N,2,4.5,"Park off main road at junction, right before locked gate. Maybe able to drive to back of old pit if road is dry. Follow seismic lines to site.",Broadleaf
LU21,LU21_106,2000,0,0,0,0,0,0.001438007,0,0,0,0.05700280100000001,0.4645346270000001,0.12134510500000002,0.22312101699999995,0,0.03683980300000001,0,2022-09-20,11:16:00,LG NB,LU21_106,ACME-2022-05,OSM-22-106,56.56523000000001,-112.03402000000001,LU21_106,NA,"Open conifer forest beside wet open grassy area. Dry, slight slope. Some aspen.",Slope,5,478,1,NE,3,3,"Helicopter access. Walk ~10-15m into forest, on well-defined game trail.",Conifer
LU21,LU21_10,2000,0,0,0,0,0,8.60899e-4,0,0,0,0.03880315600000001,0.5802680589999998,0.133412771,0.062968662,0,0.047753734,0,2022-09-20,10:46:00,LG NB,LU21_10,ACME-2022-47,OSM-22-96,56.59103,-111.99360000000001,LU21_10,NA,"Camera in clearing at the top of the river bank. Shrubby understory, mixed forest stand.",Slope,15,319,1,NW,1,4,"Helicopter access (land at HELI1 waypoint on GPS). Drop off on riverbank, walk up slope unitl you reach flatter clearing with camera.",Mixed
LU21,LU21_16,2000,0,0,0,0.001842772,0,1.5128700000000003e-4,0,0,7.529839999999998e-4,0.010357449,0.740106916,0,0.086707448,0,0.15404865200000006,0,2022-09-20,10:16:00,LG NB,LU21_16,ACME-2022-70,OSM-22-76,56.625220000000006,-111.97281,LU21-16,NA,On the edge of a burnt clearing on spruce tree. Mixed forest. Bottom of a slope on game trail going into forest.,Slope,10,470,1,N,2,4,"Helicopter access. Dropped off in clearing, walk to edge of burn down slope, on edge of forest.",Mixed
LU21,LU21_107,2000,0,0,0,0.002708166,0,0.001531696,0,0,0,0.002451688,0.850983429,0.021805022,0.066686817,0,0.04139473399999999,0,2022-09-20,09:39:00,LG NB,LU21_107,ACME-2022-68,OSM-22-33,56.56608,-111.93458000000001,LU21_107,NA,"Camera in open area, lots of lichen ground-cover. Dominate coniferous forest stand.",Flat,0,501,1,NW,2,6,"Helicopter access. Land in open, grassy wet area. Walk into forest stand until you reach clearing with camera.",Conifer
LU21,LU21_41,2000,0,0,0,0.00161535199999999,0,3.1800000000000014e-5,0,0,0,0.001917679,0.931221363,0,0.03353976700000002,0,0.03332119200000001,0,2022-09-20,16:55:00,LG NB,LU21_41,ACME- 2022-79,OSM-22-65,56.66848,-111.90783,LU21_41,NA,"All larch, nearing opening/clearing (like all heli sites), wet.",Flat,0,481,1,NW,2,1,Helicopter access. On NW side of heli landing. Follow game trail to medium size larch.,Conifer
LU21,LU21_63,2000,0,0,0,0,0,0,0,0,0,0.039721924,0.595245108,0.133154336,0.11422966000000002,0,0.07217754600000002,0,2022-09-20,16:29:00,LG NB,LU21_63,ACME-2022-72,OSM-22-39,56.60868,-111.96631000000001,LU21_63,NA,Camera along game trail. In a black spruce bog!,Flat,0,459,1,N,3,4,Helicopter access. Dropped in wet grassy clearing (bog). Camera along game trail along edge of the clearing.,Broadleaf
LU21,LU21_27,2000,0,0,0,0.001049333,0,0,0,0,0,0.008514834,0.833376931,3.61e-5,0.063491801,0,0.055692241,0,2022-09-20,15:56:00,LG NB,LU21_27,ACME-2022-34,OSM-22-52,56.62148,-112.14841,LU21_27,NA,Open bog with lots of small trees and shrubs. Wet!,Flat,0,478,2,E,1,4,"Helicopter access. Tried to put it on a big enough tree - not many choices. On west side of clearing on one of the ""bigger"" trees. On a low use trail but near a busier trail.",Conifer
LU21,LU21_23,2000,0,0,0,0,0,0,0,0,0,0.008504116,0.925483933,0,0.006421695,0,0.05071945500000001,0,2022-09-20,14:30:00,LG NB,LU21_23,ACME-2022-109,OSM-22-22,56.59241000000001,-112.20293,LU21_23,NA,"Camera along game trail, at the top of a ridge/hill. Mossy understory with lots of deadfall. Dominate coniferous forest stand.",Ridge,10,484,1,W,2,8,"Helicopter access. Dropped off in wet grassy clearing, walk into forest stand, up the hill, until you reach the camera.",Conifer
LU21,LU21_21,2000,0,0,0,0,0,0,0,0,0,0.07353476100000003,0.800343942,0.025089545,0.017972879,0,0.00621482799999999,0,2022-09-20,NA,LG NB,LU21_21,ACME-2022-29,OSM-22-79,56.566300000000005,-112.1497,LU21_21,NA,On the edge of a meadow on a convergence of several game trail. Bog.,Flat,0,472,1,N,3,5,"Helicopter access. On south side of clearing, on edge of trees. Wet. Lots of game trails.",Conifer
LU21,LU21_82,2000,0,0,0,5.7800000000000016e-5,0,0.00137060399999999,0,0,0,0.02224012799999998,0.4440783120000001,0.06556131,0.23417134,0,0.23189193700000005,0,2022-09-20,13:39:00,LG NB,LU21_82,ACME-2022-02,OSM-22-46,56.529900000000005,-112.16532999999998,LU21_82,NA,"Camera along game trail, shrubby understory, mixed forest stand with lots of aspen.",Flat,0,468,1.5,NE,2,5,Helicopter access. Dropped off in wet grassy clearing. Follow game trail into forest stand to camera.,Mixed
LU21,LU21_871,2000,0,0,0,0,0,0.00168908399999999,0,0,0,0.040457865,0.33225152199999985,0.188523454,0.2950821000000001,0,0.024074964,0,2022-09-20,13:16:00,LG NB,LU21_871,ACME-2022-108,OSM-22-71,56.55634,-112.09488,LU21_871,NA,"2 trails coming together. Open, mixed forest near meadow. Very short rose bushes. Very nice forest :)",Flat,2,472,2,NW,3,5,"Helicopter access. REPLACEMENT FOR CELL LU21_87. Landed in meadow, straight NW into aspen/spruce forest. Angry squirrel!",Mixed
LU21,LU21_164,2000,0,0,0,5.26844e-4,0,2.8250000000000004e-4,0,0,3.42415e-4,0.035197279,0.7429119009999998,0.02224067199999999,0.09435453099999998,0,0.08935294499999998,0,2022-09-20,17:26:00,RS AB,LU21_164,ACME-2022-73,OSM-22-117,56.61886,-111.93586,LU21_164,NA,In open burnt forest on the only standing trees. Nice regrowth coming up.,Flat,0,468,1,NE,1,6,Helicopter acces. 038 = landing waypoint. REPLACEMENT FOR CELL LU21_64. Walk to standing trees in open.,Broadleaf
LU21,LU21_36,2000,0,0,0,8.378660000000003e-4,0,2.8250000000000004e-4,0,0,7.289970000000001e-4,0.007798176,0.939858395,0,0.026143284,0,0.025745192,0,2022-09-20,16:46:00,RS AB,LU21_36,ACME-2022-77,OSM-22-91,56.64851000000001,-111.94768000000002,LU21_36,NA,"Big burn area, could only find one faint trail, and one big burnt tree. Dragged log in for lure.",Slope,5,474,2,E,2,NA,Helicopter access. Waypoint 38 = heli landing.,Conifer
LU21,LU21_14,2000,0,0,0,0.001556023,0,0,0,0,0,0.016818451,0.7890054249999998,0.002448126,0.08809154300000002,0,0.08580444500000002,0,2022-09-20,16:10:00,RS AB,LU21_14,ACME-2022-75,OSM-22-56,56.61864,-112.09007,LU21_14,NA,Game trail in upland coniferous forest with mossy understory. Adjacent to bog.,Slope,5,481,1,NW,2,6,Helicopter access. 037 = landing waypoint. Follow game trail from bog to forest.,Mixed
LU21,LU21_32,2000,0,0,0,7.03431e-4,0,0,0,0,0,0,0.9051565229999998,0,0.047841455,0,0.04700202200000001,0,2022-09-20,NA,RS AB,LU21_32,NA,OSM-22-66,56.638760000000005,-112.16299,LU21_32,NA,WET.,Flat,0,487,1,W,3,10,Helicopter acces. 36 = landing waypoint.,Conifer
LU21,LU21_126,2000,0,0,0,1.5338500000000002e-4,0,0,0,0,0,0.004709159,0.946415664,0.00356272,0.00460011,0,0.010604686,0,2022-09-20,NA,RS AB,LU21_126,ACME-2022-106,OSM-22-75,56.62290000000001,-112.17957999999999,LU21_126,NA,Game trail through black spruce stand with boggy labrador tea understory.,Flat,0,482,2,SW,2,6,Helicopter access. REPLACEMENT FOR CELL LU21_26. 036 = landing waypoint. VERY wet bog adjacent. Saw caribou from heli!,Conifer
LU21,LU21_122,2000,0,0,0,0,0,0,0,0,0,0.010534902,0.9240352970000002,0,0.009282346,0,0.03399694399999999,0,2022-09-20,13:52:00,RS AB,LU21_122,ACME-2022-107,OSM-22-78,56.57432,-112.17445,LU21_122,NA,Really great junction of trails in open spruce forest.,Slope,5,480,1.5,E,3,8,Helicopter access. REPLACEMENT FOR CELL LU21_22. 36 = landing waypoint.,Conifer
LU21,LU21_56,2000,0,0,0,0,0,0,0,0,0,0.04578046099999999,0.645006655,0.06295140599999997,0.114777084,0,0.02214329399999999,0,2022-09-20,13:26:00,RS AB,LU21_56,ACME-2022-16,OSM-22-15,56.55825,-112.187,LU21_56,NA,Game trail in conifer forest with mossy labrador tea understory. Adjacent to wet boggy opening.,Flat,0,485,1,NE,3,6,Helicopter access. 035 = landing waypoint. Follow game trail into forest.,Broadleaf
LU21,LU21_57,2000,0,0,0,0,0,1.29222e-4,0,0,0,0.07729531600000003,0.652225162,0.046154271,0.107419153,0,0.003423395,0,2022-09-20,12:54:00,RS AB,LU21_57,ACME-2022-28,OSM-22-24,56.56273000000001,-112.14105,LU21_57,NA,Mossy game trail on the edge of a bog.,Flat,0,476,1,N,3,7,Helicopter access.,Broadleaf
LU21,LU21_09,2000,0,0,0,0,0,0,0,0,0,0.04901337700000002,0.593920844,0.12858344300000005,0.13074324700000006,0,0.04688923499999999,0,2022-09-20,11:00:00,RS AB,LU21_09,ACME-2022-04,OSM-22-99,56.58638,-112.06113,LU21_09,NA,Game trail from cutblock into forest. Conifer dominated stand with sparce shrubby understory.,Flat,0,475,NA,NW,3,4,Helicopter access. 032 = landing waypoint. Walk from cutblock along game trail to site.,Mixed
LU21,LU21_98,2000,0.21874852800000005,0,2.38703e-4,0.002619204,0,0.006065646,0,0,0,0.059485616,0.6675919269999998,0.038355962,0.07463016200000003,0,0.04544673299999998,1.4146299999999998e-4,2022-09-20,08:49:00,RS AB,LU21_98,ACME-2022-39,OSM-22-82,56.51305,-111.87948999999999,LU21_98,NA,Game trail on edge of old cutblock. Mix of moss and labrador tea.,Flat,0,472,1,E,3,6,Helicopter access. 29 = landing waypoint.,Conifer
LU21,LU21_119,2000,0,0,0,8.820000000000003e-5,0,0.00147921699999999,0,0,0,0.04351313700000003,0.6786774609999998,0.049853235,0.113412223,0,0.05188444299999999,0,2022-09-20,10:27:00,RS AB,LU21_119,ACME-2022-71,OSM-22-88,56.57495,-112.00047799999999,LU21_119,NA,"Wet and boggy, but good trail! Moss, baby shrubs.",Flat,0,467,1,NE,3,6,"Helicopter access. 31 = landing waypoint. Trail in clearing, follow it in!",Broadleaf
LU21,LU21_52,2000,0,0,0,0.001891966,0,0,0,0,0,0.002991241,0.904634199,0.03346368800000001,0.04583333200000001,0,0,0,2022-09-20,09:51:00,RS AB,LU21_52,ACME-2022-74,OSM-22-108,56.53988,-111.93567,LU21_52,NA,On AMAZING game trail that leads from bog to forest. Conifer stand with mossy understory.,Flat,0,473,1,N,3,4,Helicopter access. 30 = landing waypoint. Follow very obvious game trail into forest.,Broadleaf
LU21,LU21_59,2000,2.45e-5,0,0,0.003380624,0,0.00186956,0,0,0.003411143,0.014627375,0.06242919800000001,0.477748452,0.2910209640000002,0,0,0,2022-09-17,12:40:00,LG NB,LU21_59,ACME-2022-01,OSM-22-119,56.56464,-111.58272999999998,LU21_59,NA,On the side of an open meadow with lots of burnt/dead trees.,Flat,NA,422,1,SW,1,3,"Helicopter access. Land in meadow, camera is on north side on dying spruce. Not a lot of living trees so we put it on a half-dead one. Hopefully it doensn't fall! Vague game trail, moose and calf in area (saw from heli!).",Broadleaf
LU21,LU21_68,2000,0,0,0,0.001315555,0,0,0,0,2.58211e-4,0.002424243,0.491582224,0.2675859250000001,0.19000172899999995,0,0,0,2022-09-17,11:57:00,LG NB,LU21_68,ACME-2022-03,OSM-22-55,56.63286,-111.71055000000001,LU21_68,NA,"Camera along game trail. Shrubby understory, lots of wild rose. Mixed forest stand, mostly aspen.",Flat,5,414,1.5,N,2,4,"Helicopter access. Dropped off in clear, wet grassy patch. Walk towards aspen froest stand and follow game trail in. Saw the cutest short-tail weasel while deploying :)",Broadleaf
LU21,LU21_109,2000,0,0,0,0.001872726,0,0.002021348,0,0,6.365829999999998e-4,0.00706239,0.824982994,0.004729457,0.079983957,0,0.04636540199999998,0,2022-09-17,16:06:00,LG NB,LU21_109,ACME-2022-113,OSM-22-120,56.56289,-111.90173,LU21_109,NA,Conifers near open area. Lots of shrubs and roses and horsetail. Camera on vague game trail but hard to find much else.,Flat,0,459,1.5,NW,1,5,"Helicopter access. Bushwhack in, good luck. South of clearing in stand of trees, not clear game trail.",Conifer
LU21,LU21_93,2000,0,0,0,0.003688025,0,0.002254504,0,0,6.36552e-4,0.04158567499999999,0.500914875,0.075311458,0.260217425,0,0.05217728300000001,1.3553800000000004e-4,2022-09-17,14:58:00,LG NB,LU21_93,ACME-2022-100,OSM-22-57,56.56624,-111.84483,LU21_93,NA,"Camera along cutline. Mossy understory, dominate coniferous forest stand.",Flat,0,474,1.5,N,3,6,Helicopter access. Dropped in grassy wet clearing. Walk into cell along cutline to camera.,Mixed
LU21,LU21_114,2000,0,0,0,0.00228016,0,0.002171176,0,0,7.871330000000001e-4,0.00559486299999999,0.4853758230000002,0.141680848,0.269917202,0,0.014997259,0,2022-09-17,14:10:00,LG NB,LU21_114,ACME-2022-22,OSM-22-04,56.55014,-111.73336,LU21_114,NA,"Stand of aspen beside clearing. Mostly aspen, some spruce, lots of horsetail, fairly clear.",Flat,0,474,1,N,2,4,Helicopter access. Walk into aspen on south side of clearing. On game trail near short spruce. Slightly out of cell but it was a good spot.,Broadleaf
LU21,LU21_105,2000,0,0,0,0.002553565,0,0.001334231,0,0,6.364849999999998e-4,0.059258570000000003,0.366049681,0.24822137200000005,0.221920406,0,0.030770064,6.317579999999998e-4,2022-09-17,13:06:00,LG NB,LU21_105,ACME-2022-11,OSM-22-43,56.55542,-111.68692999999999,LU21_105,NA,"Camera along game trail junction, in small patch of trees surrounded by an open grassy clearing. Mossy understory with labrador tea. Dominate coniferous forest stand.",Flat,0,448,1,N,2,4,"Helicopter access. Dropped off in boggy, grassy clearing right on the edge of the study site (camera location is slightly outside the edge of the study site, but it was the only heli-accessible area in cell). Walk to tree patch, follow game trail to camera.",Conifer
LU21,LU21_100,2000,0.031933245,0,0,0.001307442,0,4.961060000000001e-4,0,0,0,0.02604384799999999,0.83148957,0.006545506,0.055100745,0,0.04973762400000001,0,2022-09-17,17:10:00,RS AB,LU21_100,ACME-2022-114,OSM-22-73,56.53842,-111.90392000000001,LU21_100,NA,"Stunning trail on the edge of a boggy area. Once you duck into the forest, you'll be greeted with a simply gorgeous path. Can't believe Becca forgot the camera though.",Flat,0,494,1,N,3,5,Helicopter access. Becca forgot the camera case and lock on the last deployment of the day. Big lawls. 028 = landing waypoint.,Conifer
LU21,LU21_74,2000,0.195326949,0,2.38703e-4,0.003525944,0,0.004818542,0,0,0,0.06375177000000003,0.5844323629999996,0.034781299,0.174685552,0,0.012277377,1.4146299999999998e-4,2022-09-17,16:20:00,RS AB,LU21_74,ACME-2022-110,OSM-22-97,56.51803,-111.86436,LU21_74,NA,Aspen stand in the middle of a cutblock.,Flat,0,472,1,E,3,10,Helicopter access. 027 = landing waypoint.,Mixed
LU21,LU21_78,2000,0.14043322100000005,0,0,0.002876473,0,0.00350148,0,0,0,0.02695000500000001,0.3916683840000001,0.08696567800000003,0.381442482,0,0,0,2022-09-17,15:54:00,RS AB,LU21_78,ACME-2022-35,OSM-22-58,56.52056,-111.82865,LU21_78,NA,Along a game trail in a mixed forest stand beside a cutblock. Shrubby understory.,Flat,0,467,1,NE,2,6,Helicopter access. 026 = landing waypoint. Walk to edge of cutblock and follow trail to site.,Mixed
LU21,LU21_153,2000,0,0.023866447,0,0.002445212,0,0.001864024,0.011355305,0,0,0.07978191899999998,0.6338109049999998,0.097366928,0.12137462500000004,0,0.03991593299999999,0.001123791,2022-09-17,14:43:00,RS AB,LU21_153,ACME-2022-48,OSM-22-113,56.550459999999994,-111.78556999999999,LU21_153,NA,"Mossy, wet, larch. Pretty decent trail.",Flat,0,462,1,W,3,7,Helicopter access. 025 = landing waypoint. REPLACMENT FOR CELL LU21_53.,Conifer
LU21,LU21_06,2000,0,0,0,0.00605051299999999,0,2.1600000000000007e-5,0,0,5.446580000000002e-4,0.00960513999999999,0.3968103800000002,0.352839663,0.171694565,0,0.01583121199999999,0,2022-09-17,14:01:00,RS AB,LU21_06,ACME-2022-31,OSM-22-51,56.519659999999995,-111.67987999999998,LU21_06,NA,Game trail in pine stand adjacent to deciduous stand. Mossy understory and just off a cutline.,Flat,0,461,1,N,2,5,Helicopter access. 024 = landing waypoint. Walk down cutline to forest edge and follow game trail to camera.,Mixed
LU21,LU21_116,2000,0,0,0,0.00219644699999999,0,0.001310952,0,0,0,0.030475623,0.21530502,0.503131062,0.164979026,0,0.003386297,4.995609999999999e-4,2022-09-17,12:51:00,RS AB,LU21_116,ACME-2022-45,OSM-22-40,56.55143999999999,-111.63882999999998,LU21_116,NA,"Mixed deciduous/conifer, mild underbrush.",NA,0,400,1,NE,3,12,Helicopter access. 23 = landing waypoint. About 5 minute walk in from river.,Broadleaf
LU21,LU21_97,2000,0,0,0,0.002095851,0,0.002238467,0,0,0.003229116,0.06879380300000003,0.115475663,0.4968983250000001,0.18770634000000003,0,0,0,2022-09-17,12:16:00,RS AB,LU21_97,ACME-2022-44,OSM-22-32,56.57623,-111.59376999999999,LU21_97,NA,Down game trail in aspen stand with shrubby understory.,Flat,0,421,1,NE,2,4,"Helicopter access. 022 = landing waypoint. Walk down trail, turn into forest and walk down game trail to site.",Mixed
LU01,LU01_13,2000,0,0,0.002082734,0.009147835,0,0.002365816,0,0.00521349999999999,0.00662082899999999,0,0.02195525400000001,0.6088001399999998,0,0.018391126,0.01094846599999999,3.66477e-4,2022-06-13,NA,BB RS,LU01_13,409,830,54.60634,-110.72349,LU01_13,NA,"Broadleaf forest (predominally aspen), with 3m tall stands. Camera set up along game trail about 50m south of overgrown used cut.",Flat,2,646,1,N,3,3,"Drive north on HWY 41 from La Corey. Turn right onto range road south of Mauguente Lake. Park truck where the road turns 90 degrees south and walk in about 800m along overgrown road cut. Follow ATV trail on south side of road cut to get around the swamp. Close to where the road cut ends, look for game trail on the south side. Walk in about 50 metres. Saw white tail deer with very young fawn. Wolf scat tracks along overgrown road.",Broadleaf
LU01,LU01_30,2000,0.03148583499999998,0.004676156,0.00413119,0.01342045699999999,0,0.00348699,0,0.00729694499999999,0.004579494,0.059249505,0.4016000720000001,0.2597184780000001,0.013201834,0.028910588,0.237319523,0.001797742,2022-06-13,NA,BB RS,LU01_30,108,2099,54.734320000000004,-110.82257999999999,LU01_30,NA,"Aspen forest, camera is about 50m off of an infrequently used road along a game trail. Adjacent to wetland.",Flat,0,637,1,W,2,3,"Access road is infrequently used with minimal maintenance. Only drive down if it is VERY DRY. Sediment is garbage alberta clay that balls on the tires. Use ATV if conditions are wet. Just past large wetland, walk about 50m into the forest along the game trail (need to cross swampy ditch).",Broadleaf
LU01,LU01_85,2000,0.04839133700000001,0.023727654,0.009351103,0.008901955,4.89468e-4,0.00160664099999999,0,0.01682308699999999,0.02334137500000001,0.04517219900000002,0.26429962599999995,0.4704589570000001,0,0.07219979900000002,0.13774399900000006,0.016135214,2022-06-13,NA,BB RS,LU01_85,505,3298,54.73971000000001,-110.71049000000001,LU01_85,NA,Coniferous dominated forest stand with mossy understory.,Flat,0,650,1,S,Not recorded,5,Park roadside at pullout for old road (?) or ATV trail. Follow until trail narrows and take left turn into open confierous stand,Coniferous
LU01,LU01_66,2000,0.017953797,0.03970266100000001,0.01701379,0.006594719,0.00740147,0.001965851,0.01171024999999999,0.03250160700000001,0.039151106,0.06952280799999998,0.367190451,0.274592242,0.03219178800000001,0.1597983230000001,0.093414344,0.072738631,2022-06-14,NA,BB RS,LU01_66,547,1850,54.707770000000004,-110.72408,LU01_66,NA,Conifer forest including larch. Camera is on seismic line with prominent game trail,Flat,0,637,2,N,3,2,Park at junction where the main road turns right. Walk up unmaintained road to decommissioned site. May be drivable if dry. Turn left onto road to site. Turn left onto intersecting seismic line. Walk about 200m down seismic line. (warning: boggy in june!)(and buggy). Original point on Becca's Gaia app.,Coniferous
LU01,LU01_76,2000,0,0.051085123,0.019133789,0.010401319,0.00611078,0.00122073299999999,0.021116217,0.03621331100000001,0.05572447799999999,0.07822351600000003,0.391071051,0.19023441700000004,0.02759284499999999,0.17641242000000007,0.114486358,0.064187735,2022-06-14,NA,BB RS,LU01_76,244,3979,54.70008,-110.70893,LU01_76,NA,Along overgrown seismic line in coniferous dominated forest stand with mossy understory w/ labrador tea. High use game trail along seismic line with intersecting game trail from forest.,Flat,0,636,1,E,3,5,Park roadside and hike into forest along seismic line (cannot see from road but should show up on seismic map layer and appears promptly after breaking into forest. Follow lines to coordinates.,Coniferous
LU01,LU01_73,2000,0,0.012788532,0.003494998,0.017041171,1.89802e-4,3.0684999999999995e-4,0,0.008087423,0.03027917600000002,0.01942022,0.49523601599999995,0.20104980600000005,0.024901225,0.030394425,0.20322811300000004,0.007280286,2022-06-14,NA,BB RS,LU01_73,509,1615,54.675050000000006,-110.70935,LU01_73,NA,Coniferous forest with moss and low lying shrub ground cover. Camera is set up along seismic line with pronounced game trail/,Flat,1,643,3,W,3,4,Park where oil and gas road gets crappy. Walk along road and turn left onto seismic line.,Coniferous
LU01,LU01_75,2000,0.001107636,0.03378063599999999,0.015506834,0.014338329,2.4001100000000004e-4,0.001182295,0.026969103,0.03406256900000001,0.05865491900000001,0.067808045,0.3616786910000001,0.2184075020000001,0.02703671799999999,0.12857865599999996,0.1799197900000001,0.024062389,2022-06-14,NA,BB RS,LU01_75,257,883,54.68616,-110.69172999999999,LU01_75,NA,Coniferous forest stand with mossy understory and labrador tea. Intersection of 2 game trails,Flat,0,648,1,NE,3,5,Hike down seismic line off road about 200m into cell. Turn off seismic line E bound into forest after small boggy patch. Rubber boots!!,Coniferous
LU01,LU01_47,2000,0,0.05029473599999998,0.027551278,0.00114936,0.009856525,5.194339999999999e-4,0.012062894,0.049496992,0.07877917,0.14670994700000006,0.21478909900000007,0.20694342700000007,0.065076354,0.2072069930000001,0.126710065,0.08808147899999999,2022-06-15,NA,BB RS,LU01_47,163,1650,54.617839999999994,-110.48721000000002,LU01_47,NA,Coniferous forest stand adjacent to aspen dominated very old seismic line.,Flat,0,615,1,N,2,4,Walk into forest from roadside via best access point,Coniferous
LU01,LU01_74,2000,0.07838012500000002,0.016322745,0.004163292,0.007971926,0.003568555,0.00361091099999999,0,0.001882715,0.008688208,0.098427937,0.558387062,0.14028716500000005,0.08657897,0.034526413,0.05730115200000001,0.001744269,2022-06-15,NA,BB RS,LU01_74,629,3995,54.66743,-110.26517,LU01_74,NA,Mixed aspen conifer forest stand w mossy understory. Stand beside large wetland with productive beavers and lots of black spruce,Slope,5,604,1,W,2,5,"Follow seismic line off road for about 80m to wetland, turn into forest on game trail on E side of seismic line. There is some sort of weird tree hung up in other tree situation. Camera Locked. Locked OS AI. Road well maintained but may be down trees, very windy. Wolf scat beside cam site",Coniferous
LU01,LU01_44,2000,0,0.04511313500000001,0.025789166,0.001706028,0.00368293599999999,0.00169636199999999,0.01441938099999999,0.046816283,0.08157486700000001,0.135029509,0.06877554600000003,0.321550036,0.020212557,0.1811809779999999,0.05996548599999998,0.08502148799999999,2022-06-15,NA,BB RS,LU01_44,647,2394,54.59921000000001,-110.47691,LU01_44,NA,"Mixed forest, camera along game trail between to oil pad access roads. About 100m from each",Slope,3,613,0.5,NE,3,3,Park on shoulder of industry road. Hike into forest about 100m. Deer scat on trail,Mixed
LU01,LU01_41,2000,0.06722886,0.00986501699999999,0.00735479799999999,0.003048841,0,0.002429151,0,0.01072803299999999,0.0019411677,0.024298273,0.04477093299999998,0.31929392599999995,0.11056347100000002,0.05415635400000002,0.08382620900000003,0.003268474,2022-06-15,NA,BB RS,LU01_41,149,OSM 12,54.594100000000005,-110.29359000000001,LU01_41,NA,"Mixed forest, camera set up at two intersecting trails. Adjacent to boggy area",Flat,0,577,1,N,3,3,Park at gate to private property. Follow game trail on north side of road. About a 50m walk. *LOCK OSM A2*,Mixed
LU01,LU01_64,2000,0.103545394,0.00990714699999999,0.008882613,0.01519927099999999,0.00656853,4.184379999999999e-4,0,0.014397795,0.029741635,0.04580615900000001,0.5398730660000002,0.06823320100000003,0.04951812000000002,0,0.2806478850000001,0.03453213100000001,2022-06-16,NA,BB RS,LU01_64,587,OSM 01,54.69595000000001,-110.31862000000001,LU01_64,NA,Mixed forest. Camera is on game trail that intersects cut in trees for buried pipeline,Flat,0,617,1,E,3,4.5,Deer and fresh bear scat along trail. Follow pipeline cut in from industry road,Mixed
LU01,LU01_86,2000,0.006494501,0.023865969,0.01059993,0.01246298399999999,0,3.52448e-4,0,0.019494417,0.03375420700000001,0.028334201,0.731797727,0.10669785100000002,0.028083786,0.016769348,0.021316557,0.08537628800000001,2022-06-16,NA,BB RS,LU01_86,285,1597,54.73745,-110.34254,LU01_86,NA,Mixed forest. Camera is set up on small seismic line that intersects a larger line,Ridge,0,648,1,NW,3,4,"Park on industry road, walk over pipeline on wildlife crossing where road bends. Walk down seismic line to where the small line intersects. Turn left. Camera is at the top of the small hill. Boggy",Coniferous
LU01,LU01_79,2000,0.030004812,0.024084278,0.010928377,0.014900866,0.004621253,4.992999999999998e-4,0,0.01908264199999999,0.029263228,0.060921166,0.588178859,0.04495993299999999,0.00971229699999999,0,0.2935105450000001,0.040115043,2022-06-16,NA,BB RS,LU01_79,355,OSM 02,54.703970000000005,-110.33426000000001,LU01_79,NA,Black spruce forest stand with mossy understory adjacent to bog and seismic line. Lots of downfall but pronounced game trail,Flat,0,616,1,NE,3,3,Park roadside and walk down seismic line that begins about 500m down road from junction. Walk about 250m down line (you will have to dip into the forest to avoid deep bog) and continute to point and follow a mossy yet prominent game trail,Coniferous
